No.	T	dL
13086	862.6219482	100.7351151
13087	862.5214233	100.7185135
13088	862.3848267	100.6714706
13089	862.2753296	100.6714706
13090	862.2734375	100.6382828
13091	862.0469971	100.6188889
13092	861.9915772	100.6299667
13093	861.8595581	100.5718613
13094	861.8651733	100.5192795
13095	861.7620239	100.5220413
13096	861.6334229	100.4639359
13097	861.5228272	100.4777756
13098	861.4974976	100.4362717
13099	861.3875122	100.416893
13100	861.286438	100.386467
13101	861.0753174	100.3919907
13102	861.0963135	100.3477249
13103	861.0107422	100.3311234
13104	860.9005127	100.3172836
13105	860.781311	100.3089829
13106	860.7095337	100.2647171
13107	860.6097412	100.2564163
13108	860.5418091	100.2093735
13109	860.5372925	100.195549
13110	860.3040161	100.1678696
13111	860.1865845	100.1706314
13112	860.0822754	100.1540299
13113	860.0234375	100.1318893
13114	859.9793091	100.0793228
13115	859.892334	100.0959244
13116	859.9158325	100.0654831
13117	859.882019	100.0544205
13118	859.8533325	100.0295029
13119	859.7067871	100.0212021
13120	859.5806885	100.0046005
13121	859.4171753	99.98799896
13122	859.3243408	99.952034
13123	859.3280029	99.94649506
13124	859.1351318	99.90499115
13125	859.1011963	99.91605377
13126	859.0010986	99.86902618
13127	858.9073486	99.87456512
13128	858.8878784	99.85240936
13129	858.8648682	99.84964752
13130	858.826416	99.81368256
13131	858.6511841	99.79984283
13132	858.5603638	99.77770233
13133	858.5952148	99.74727631
13134	858.5025024	99.75833893
13135	858.331543	99.70853424
13136	858.2095337	99.71405792
13137	858.1947022	99.6836319
13138	858.1168823	99.6808548
13139	858.0343018	99.68915558
13140	857.9559937	99.64488983
13141	857.8622437	99.64765167
13142	857.8568726	99.60338593
13143	857.7180786	99.5701828
13144	857.6494141	99.55634308
13145	857.524292	99.54528046
13146	857.3996582	99.50653839
13147	857.296875	99.50653839
13148	857.303833	99.49546051
13149	857.3158569	99.45949554
13150	857.2340698	99.4345932
13151	857.1525879	99.42075348
13152	857.079834	99.40139008
13153	856.9591675	99.4124527
13154	856.9262695	99.35710907
13155	856.8261719	99.38201141
13156	856.7870483	99.35158539
13157	856.782898	99.318367
13158	856.6364136	99.33220673
13159	856.5977173	99.28794098
13160	856.4294434	99.29624176
13161	856.3917847	99.27410126
13162	856.211731	99.22429657
13163	856.2555542	99.19939423
13164	856.112793	99.1855545
13165	855.9721069	99.1855545
13166	855.9182129	99.18001556
13167	855.8686523	99.1661911
13168	855.9102783	99.11360931
13169	855.8255005	99.11914825
13170	855.7174683	99.10807037
13171	855.6489868	99.06380463
13172	855.5531616	99.05826569
13173	855.5574951	99.0333786
13174	855.4905396	99.03890228
13175	855.3206177	98.99462128
13176	855.1478272	99.00292206
13177	855.0760498	98.97801971
13178	855.0119629	98.94205475
13179	854.9717407	98.93651581
13180	854.7677002	98.95035553
13181	854.7495728	98.88117218
13182	854.6991577	98.8756485
13183	854.5418091	98.83966827
13184	854.5374756	98.84520721
13185	854.3654785	98.80646515
13186	854.2230225	98.82306671
13187	854.2659912	98.75667572
13188	854.2998657	98.7594223
13189	854.258606	98.71515656
13190	854.1488648	98.7179184
13191	854.0643921	98.70131683
13192	853.9072266	98.67641449
13193	853.824585	98.65427399
13194	853.8311157	98.63491058
13195	853.7021484	98.63213348
13196	853.6489868	98.61000824
13197	853.5684815	98.5851059
13198	853.5615845	98.56296539
13199	853.3148804	98.54358673
13200	853.2351074	98.53806305
13201	853.1138306	98.48825836
13202	853.0736694	98.46057892
13203	852.9525757	98.46057892
13204	852.8895264	98.44121552
13205	852.8219605	98.41907501
13206	852.6693115	98.40801239
13207	852.6395264	98.37757111
13208	852.4972534	98.3582077
13209	852.3790283	98.3332901
13210	852.3878174	98.31668854
13211	852.180481	98.27796173
13212	852.237854	98.29456329
13213	852.1333618	98.25305939
13214	852.0117188	98.23091888
13215	851.9402466	98.20877838
13216	851.7778931	98.20877838
13217	851.6826172	98.1783371
13218	851.5914917	98.15343475
13219	851.4849243	98.13681793
13220	851.4157105	98.11193085
13221	851.3408203	98.12299347
13222	851.3154297	98.09532928
13223	851.2251587	98.05106354
13224	851.1559448	98.03722382
13225	850.9855347	98.01508331
13226	850.8744507	98.01509857
13227	850.866272	97.99294281
13228	850.848999	97.98188019
13229	850.7800903	97.954216
13230	850.7320557	97.9320755
13231	850.5403442	97.92377472
13232	850.4648438	97.87949371
13233	850.3703613	97.87397003
13234	850.3557739	97.85182953
13235	850.2338257	97.81032562
13236	850.1047363	97.80202484
13237	850.0183716	97.77988434
13238	849.8648071	97.75774384
13239	849.8897705	97.72177887
13240	849.8452759	97.71347809
13241	849.7125244	97.68579865
13242	849.5856934	97.67197418
13243	849.4828491	97.67749786
13244	849.4313355	97.62215424
13245	849.4078369	97.59725189
13246	849.0811768	97.56958771
13247	848.9667969	97.57788849
13248	848.8473511	97.5280838
13249	848.8460083	97.5280838
13250	848.6896973	97.48934174
13251	848.6008911	97.47550201
13252	848.6141968	97.46443939
13253	848.5136108	97.46720123
13254	848.5071411	97.42845917
13255	848.4880981	97.40631866
13256	848.4841309	97.36759186
13257	848.4111939	97.36205292
13258	848.1790772	97.33991241
13259	848.1384888	97.33715057
13260	847.9818726	97.28456879
13261	847.9226685	97.28456879
13262	847.7871094	97.28734589
13263	847.7150269	97.24860382
13264	847.6762695	97.23200226
13265	847.6094971	97.21816254
13266	847.5161743	97.20156097
13267	847.392273	97.17665863
13268	847.2728882	97.17113495
13269	847.2160034	97.14899445
13270	847.1364136	97.13515472
13271	847.0169067	97.12961578
13272	847.0789795	97.06598663
13273	846.9385986	97.06044769
13274	846.8479004	97.02170563
13275	846.6987305	97.02446747
13276	846.5724487	96.99126434
13277	846.4953613	96.99680328
13278	846.4747315	96.966362
13279	846.4384155	96.9414444
13280	846.4297485	96.93592072
13281	846.3196411	96.89719391
13282	846.1751709	96.86675262
13283	846.059021	96.83907318
13284	846.0421143	96.80864716
13285	845.9666748	96.811409
13286	845.9416504	96.78096771
13287	845.8028565	96.78926849
13288	845.6543579	96.75330353
13289	845.520813	96.73946381
13290	845.40271	96.7201004
13291	845.3306274	96.68412018
13292	845.237793	96.68135834
13293	845.1898193	96.65091705
13294	845.0311279	96.62877655
13295	844.9348755	96.60942841
13296	844.9520874	96.59835052
13297	844.8201904	96.56513214
13298	844.7037354	96.53192902
13299	844.6184692	96.51532745
13300	844.5351563	96.50150299
13301	844.5212402	96.47106171
13302	844.40979	96.47936249
13303	844.3557129	96.44615936
13304	844.2732544	96.45999908
13305	844.1965332	96.39357758
13306	844.0319824	96.4101944
13307	843.9306641	96.38527679
13308	843.8157959	96.35761261
13309	843.7961426	96.3161087
13310	843.7033081	96.30503082
13311	843.6032105	96.29673004
13312	843.5446777	96.26076508
13313	843.4522705	96.25522614
13314	843.4049683	96.21926117
13315	843.2900391	96.21926117
13316	843.1676636	96.19988251
13317	843.1487427	96.17221832
13318	843.0587769	96.16391754
13319	843.0307007	96.14731598
13320	842.9545288	96.11963654
13321	842.875	96.07813263
13322	842.8451538	96.06707001
13323	842.586731	96.07260895
13324	842.5117188	96.02832794
13325	842.3504028	96.01448822
13326	842.3029175	95.96192169
13327	842.1956787	95.97576141
13328	842.1983643	95.92319489
13329	842.0613403	95.92041779
13330	842.0445557	95.91764069
13331	841.9798584	95.89827728
13332	841.9107056	95.8899765
13333	841.6878052	95.85401154
13334	841.6541748	95.84293365
13335	841.4602051	95.82357025
13336	841.4135742	95.78759003
13337	841.4637451	95.77098846
13338	841.40625	95.75162506
13339	841.2439575	95.74332428
13340	841.1029663	95.70734406
13341	840.9556274	95.70182037
13342	840.9300537	95.68521881
13343	840.8868408	95.65477753
13344	840.9016113	95.67691803
13345	840.7943115	95.62987518
13346	840.7949829	95.65200043
13347	840.6254273	95.56900787
13348	840.437439	95.56623077
13349	840.4090576	95.56069183
13350	840.303833	95.53302765
13351	840.3105469	95.51642609
13352	840.1522217	95.48322296
13353	839.9692383	95.4638443
13354	839.8178101	95.45554352
13355	839.6766357	95.43894196
13356	839.7122803	95.41680145
13357	839.6671143	95.39191437
13358	839.6699219	95.39467621
13359	839.7009888	95.34209442
13360	839.5727539	95.3088913
13361	839.4246826	95.29782867
13362	839.3353882	95.29230499
13363	839.2495117	95.26462555
13364	839.2400513	95.26462555
13365	839.0610352	95.25078583
13366	839.0028076	95.20650482
13367	838.8198242	95.19268036
13368	838.6643677	95.18990326
13369	838.6303101	95.15947723
13370	838.5345459	95.14009857
13371	838.4377441	95.12625885
13372	838.3145142	95.09859467
13373	838.2957153	95.07093048
13374	838.1808472	95.06815338
13375	838.2385254	95.05432892
13376	838.15448	95.02388763
13377	837.9974976	95.0404892
13378	837.9245606	94.98514557
13379	837.8845825	94.96854401
13380	837.7913208	94.95748138
13381	837.7272949	94.97408295
13382	837.668396	94.924263
13383	837.5365601	94.89936066
13384	837.5803223	94.88275909
13385	837.5499878	94.86615753
13386	837.343811	94.81911469
13387	837.1565552	94.82741547
13388	837.0454712	94.79975128
13389	837.0278931	94.78868866
13390	836.8837891	94.77484894
13391	836.8960571	94.76654816
13392	836.9332275	94.74164581
13393	836.770874	94.72226715
13394	836.6050415	94.68354034
13395	836.5761108	94.68354034
13396	836.5288086	94.64479828
13397	836.4502564	94.65309906
13398	836.366333	94.62819672
13399	836.234314	94.61989594
13400	836.0800171	94.58669281
13401	836.0410156	94.55901337
13402	835.8865967	94.5424118
13403	835.8583374	94.53411102
13404	835.7007446	94.49536896
13405	835.6247559	94.52581024
13406	835.5740967	94.48984528
13407	835.4813843	94.46494293
13408	835.4192505	94.42620087
13409	835.4244995	94.39577484
13410	835.3203125	94.40406036
13411	835.2277222	94.39852142
13412	835.0955811	94.36255646
13413	835.0562744	94.35147858
13414	835.0272217	94.30721283
13415	834.8978272	94.29061127
13416	834.8499146	94.26847076
13417	834.7578735	94.27124786
13418	834.6629639	94.23526764
13419	834.5948486	94.2103653
13420	834.395813	94.17162323
13421	834.348877	94.16609955
13422	834.2556763	94.14672089
13423	834.2278442	94.11351776
13424	834.0932617	94.12735748
13425	834.0864868	94.09137726
13426	834.0214844	94.0775528
13427	833.909729	94.05817413
13428	833.7791748	93.98900604
13429	833.6760864	93.99730682
13430	833.5875244	93.97515106
13431	833.4331055	93.97792816
13432	833.3742065	93.94197845
13433	833.3314209	93.91980743
13434	833.1399536	93.90598297
13435	833.0978394	93.88938141
13436	833.1088257	93.85895538
13437	833.0233154	93.86171722
13438	832.9984741	93.82297516
13439	832.9157105	93.79807281
13440	832.6954956	93.79253387
13441	832.5736084	93.78699493
13442	832.3319702	93.75933075
13443	832.3337402	93.70676422
13444	832.3305054	93.68738556
13445	832.3087158	93.6735611
13446	832.1726074	93.670784
13447	832.1144409	93.65694427
13448	832.0926514	93.63758087
13449	831.99646	93.59607697
13450	831.8751831	93.61267853
13451	831.7160645	93.560112
13452	831.630188	93.57117462
13453	831.4782715	93.52689362
13454	831.3542481	93.52967072
13455	831.357544	93.50199127
13456	831.2755737	93.46048737
13457	831.265564	93.4438858
13458	831.2037964	93.4217453
13459	831.1660156	93.4217453
13460	831.0730591	93.38024139
13461	830.9456177	93.36917877
13462	830.8121338	93.35533905
13463	830.7201538	93.3110733
13464	830.7044678	93.33043671
13465	830.5126953	93.29723358
13466	830.5709229	93.29999542
13467	830.5235596	93.2667923
13468	830.3148193	93.25019073
13469	830.2497559	93.21974945
13470	830.2556763	93.20038605
13471	830.0747681	93.19208527
13472	829.9927368	93.1782608
13473	829.8849487	93.15888214
13474	829.8483887	93.16164398
13475	829.663208	93.11183929
13476	829.6340942	93.11737823
13477	829.5948486	93.05373383
13478	829.5148315	93.07033539
13479	829.4353638	93.01499176
13480	829.2957153	93.02883148
13481	829.1887207	92.98732758
13482	829.0098267	92.95964813
13483	828.939148	92.92920685
13484	828.848938	92.93750763
13485	828.7519531	92.90984344
13486	828.6685791	92.89324188
13487	828.6537476	92.87664032
13488	828.5858765	92.8406601
13489	828.4942017	92.83513641
13490	828.3620606	92.81853485
13491	828.3114014	92.78809357
13492	828.2487183	92.77979279
13493	828.1729126	92.75489044
13494	827.9641724	92.74381256
13495	827.9389648	92.71891022
13496	827.894043	92.66910553
13497	827.8410034	92.66080475
13498	827.8403931	92.62760162
13499	827.708313	92.64696503
13500	827.7359619	92.6137619
13501	827.605896	92.59993744
13502	827.5515137	92.56395721
13503	827.3703613	92.53351593
13504	827.354187	92.54735565
13505	827.1865234	92.48371124
13506	827.1791382	92.46988678
13507	827.1389771	92.46987152
13508	826.9653931	92.41730499
13509	826.8615112	92.39794159
13510	826.8154297	92.39240265
13511	826.6893311	92.40624237
13512	826.6430664	92.35366058
13513	826.4953613	92.36473846
13514	826.4076538	92.33982086
13515	826.2752075	92.33982086
13516	826.2265625	92.28725433
13517	826.2351685	92.28449249
13518	826.1124268	92.22084808
13519	826.0426025	92.22914886
13520	825.87146	92.2097702
13521	825.895813	92.18764496
13522	825.9623413	92.13782501
13523	825.6832275	92.15442657
13524	825.5786133	92.13782501
13525	825.5233765	92.12676239
13526	825.4662476	92.10463715
13527	825.3475342	92.05205536
13528	825.303772	92.0382309
13529	825.1483765	92.02161407
13530	825.147644	92.01607513
13531	825.0146484	91.98841095
13532	824.8986206	91.98011017
13533	824.8273926	91.96073151
13534	824.8189697	91.9220047
13535	824.706543	91.91092682
13536	824.5435181	91.88880157
13537	824.5360107	91.86666107
13538	824.5061646	91.82515717
13539	824.4169922	91.84728241
13540	824.2994995	91.76981354
13541	824.2678223	91.78365326
13542	824.1339722	91.75043488
13543	824.0926514	91.71723175
13544	823.77948	91.72553253
13545	823.5838623	91.70615387
13546	823.5288696	91.68680573
13547	823.4677124	91.65912628
13548	823.4486694	91.628685
13549	823.4237671	91.60932159
13550	823.3677368	91.58440399
13551	823.2468872	91.59272003
13552	823.083313	91.5401535
13553	823.0725098	91.57057953
13554	822.8705444	91.52631378
13555	822.8882446	91.52077484
13556	822.7979126	91.48203278
13557	822.68573	91.45159149
13558	822.6292725	91.44051361
13559	822.4397583	91.4017868
13560	822.4160156	91.39902496
13561	822.3982544	91.39626312
13562	822.2000122	91.35752106
13563	822.1395264	91.35752106
13564	822.0367432	91.32154083
13565	822.0455322	91.32431793
13566	822.0470581	91.30217743
13567	821.8915405	91.27727509
13568	821.8587647	91.26067352
13569	821.656311	91.21916962
13570	821.6385498	91.21363068
13571	821.581604	91.18596649
13572	821.4196777	91.15828705
13573	821.3334351	91.1333847
13574	821.3284912	91.12232208
13575	821.1851807	91.1140213
13576	821.1260986	91.08358002
13577	821.107666	91.0697403
13578	820.9085693	91.05037689
13579	820.8465576	91.03929901
13580	820.7193604	91.02269745
13581	820.6801148	90.97289276
13582	820.5467529	90.9784317
13583	820.4910889	90.94522858
13584	820.3502197	90.95352936
13585	820.3103638	90.90094757
13586	820.1934815	90.91202545
13587	820.1821289	90.85114288
13588	820.0123291	90.85944366
13589	819.8248291	90.84008026
13590	819.8064575	90.83454132
13591	819.7023926	90.8207016
13592	819.6824341	90.80410004
13593	819.6105347	90.77367401
13594	819.5852661	90.74045563
13595	819.5342407	90.7072525
13596	819.4104004	90.71833038
13597	819.3967896	90.67682648
13598	819.2865601	90.69065094
13599	819.2682495	90.64084625
13600	819.071167	90.63808441
13601	818.9437866	90.61318207
13602	818.9752808	90.60764313
13603	818.7668457	90.59104156
13604	818.8546143	90.56613922
13605	818.7677002	90.56612396
13606	818.7072144	90.5522995
13607	818.5724487	90.49419403
13608	818.4827271	90.50525665
13609	818.4240723	90.44161224
13610	818.350647	90.46099091
13611	818.1316528	90.38904572
13612	818.1389771	90.40840912
13613	818.0858154	90.36690521
13614	817.9996338	90.38350677
13615	817.8887329	90.36414337
13616	817.7199097	90.32816315
13617	817.6586914	90.29496002
13618	817.6367798	90.28665924
13619	817.5021362	90.26729584
13620	817.4298706	90.25899506
13621	817.3074951	90.20365143
13622	817.2230225	90.22579193
13623	817.1427002	90.19535065
13624	817.15625	90.17874908
13625	816.9549561	90.14554596
13626	816.9194946	90.11510468
13627	816.8759766	90.10126495
13628	816.7675781	90.09018707
13629	816.5587158	90.06252289
13630	816.4851685	90.04315948
13631	816.3515015	90.02379608
13632	816.4299927	89.99611664
13633	816.3161621	89.97953033
13634	816.2495117	89.95185089
13635	816.1481323	89.94907379
13636	816.013916	89.95185089
13637	815.9493408	89.90756989
13638	815.9555054	89.9020462
13639	815.8085327	89.89096832
13640	815.651062	89.86884308
13641	815.5671387	89.86330414
13642	815.5061035	89.81626129
13643	815.4365845	89.82732391
13644	815.2976074	89.78305817
13645	815.1981201	89.77475739
13646	815.1620483	89.73877716
13647	814.9685059	89.70557404
13648	814.9569092	89.70557404
13649	814.9196167	89.68344879
13650	814.8540649	89.69174957
13651	814.7288818	89.67237091
13652	814.6260986	89.63640594
13653	814.6298828	89.61702728
13654	814.6594238	89.5921402
13655	814.5979614	89.58382416
13656	814.4890747	89.53955841
13657	814.3595581	89.55892181
13658	814.2452393	89.51187897
13659	814.1212158	89.50635529
13660	814.0591431	89.47867584
13661	813.9910889	89.47315216
13662	813.9106445	89.431633
13663	813.8267212	89.41504669
13664	813.7268066	89.39290619
13665	813.6523438	89.36800385
13666	813.4574585	89.34862518
13667	813.3511353	89.32648468
13668	813.336792	89.30712128
13669	813.2428589	89.31543732
13670	813.2782593	89.26284027
13671	813.2080689	89.28498077
13672	813.0991821	89.22411346
13673	812.9839478	89.23517609
13674	812.9152222	89.20475006
13675	812.8631592	89.18813324
13676	812.6553345	89.17153168
13677	812.6146851	89.12725067
13678	812.5728149	89.10788727
13679	812.5258179	89.06084442
13680	812.3301392	89.0304184
13681	812.2198486	89.05254364
13682	812.1733398	88.98613739
13683	812.1412964	89.00827789
13684	811.9122315	88.97507477
13685	811.6940308	88.95569611
13686	811.6525269	88.94187164
13687	811.5489502	88.92527008
13688	811.6176148	88.90036774
13689	811.4908447	88.90589142
13690	811.3620606	88.88376617
13691	811.2502441	88.88098907
13692	811.1956787	88.85608673
13693	811.1451416	88.82840729
13694	811.0386963	88.77307892
13695	811.0068359	88.76477814
13696	810.9125977	88.73987579
13697	810.8449707	88.74539948
13698	810.7767944	88.70667267
13699	810.6820068	88.70389557
13700	810.6438599	88.67069244
13701	810.5229492	88.63748932
13702	810.4158936	88.6236496
13703	810.3867798	88.6236496
13704	810.3790894	88.61811066
13705	810.331604	88.60428619
13706	810.1881104	88.54894257
13707	810.2379761	88.54894257
13708	809.9786987	88.51573944
13709	809.7938843	88.49637604
13710	809.7761231	88.44655609
13711	809.7236328	88.46869659
13712	809.5975342	88.42719269
13713	809.531189	88.41889191
13714	809.4042358	88.38292694
13715	809.4581299	88.37184906
13716	809.3217773	88.36354828
13717	809.1373901	88.31926727
13718	809.0002441	88.30268097
13719	808.9464111	88.27223969
13720	808.8289795	88.25287628
13721	808.7599487	88.23625946
13722	808.6616821	88.21689606
13723	808.6140747	88.20583344
13724	808.5216675	88.18093109
13725	808.461853	88.13941193
13726	808.428894	88.14495087
13727	808.2630615	88.1089859
13728	808.1410523	88.12003326
13729	808.0960083	88.08960724
13730	808.0147095	88.07854462
13731	807.9620972	88.02596283
13732	807.8508301	88.02873993
13733	807.7824707	88.01766205
13734	807.5647583	87.97893524
13735	807.560791	87.95955658
13736	807.458313	87.96231842
13737	807.43573	87.92082977
13738	807.3342285	87.91529083
13739	807.2869263	87.87931061
13740	807.2146606	87.89315033
13741	807.1607056	87.84886932
13742	807.0245972	87.84056854
13743	806.9284058	87.76032257
13744	806.8599854	87.77970123
13745	806.8171387	87.75202179
13746	806.673584	87.74372101
13747	806.5622559	87.7243576
13748	806.4415283	87.6828537
13749	806.5213623	87.69945526
13750	806.4188843	87.69115448
13751	806.3103027	87.64411163
13752	806.1511841	87.64965057
13753	806.0146484	87.59706879
13754	806.0153198	87.60260773
13755	805.8991089	87.57216644
13756	805.8948975	87.58324432
13757	805.7564697	87.51406097
13758	805.631958	87.51129913
13759	805.5813599	87.49745941
13760	805.4393311	87.48361969
13761	805.272583	87.433815
13762	805.1743164	87.41168976
13763	805.1011353	87.42827606
13764	805.1413574	87.38124847
13765	805.1043701	87.36186981
13766	805.0826416	87.38124847
13767	805.0095215	87.31760406
13768	804.8845215	87.3010025
13769	804.7328491	87.29546356
13770	804.6890259	87.27884674
13771	804.6049194	87.24842072
13772	804.4594116	87.23458099
13773	804.3501587	87.19861603
13774	804.3815308	87.20415497
13775	804.1676636	87.19585419
13776	804.1600342	87.15157318
13777	804.1094971	87.15711212
13778	804.0725098	87.11837006
13779	803.9016724	87.07410431
13780	803.9036865	87.04918671
13781	803.7313843	87.04918671
13782	803.5617065	87.05472565
13783	803.5541992	87.02152252
13784	803.4968872	87.01598358
13785	803.3950806	86.98000336
13786	803.3356323	86.93851471
13787	803.0957031	86.91637421
13788	803.0060425	86.89977264
13789	803.0182495	86.92191315
13790	802.9464722	86.88040924
13791	802.8917847	86.86379242
13792	802.7674561	86.83058929
13793	802.6696777	86.83058929
13794	802.6204224	86.81676483
13795	802.6489258	86.77248383
13796	802.3803101	86.74759674
13797	802.3448486	86.7392807
13798	802.2161255	86.71161652
13799	802.1231079	86.72267914
13800	802.1032105	86.70607758
13801	801.9523315	86.70607758
13802	801.9000855	86.64243317
13803	801.7860107	86.64797211
13804	801.680542	86.6064682
13805	801.5778809	86.59261322
13806	801.5431519	86.57878876
13807	801.5123291	86.54834747
13808	801.4321899	86.54558563
13809	801.3260498	86.49854279
13810	801.2072144	86.4708786
13811	801.2234497	86.4708786
13812	801.1191406	86.45149994
13813	801.1141357	86.43767548
13814	800.873169	86.40445709
13815	800.8110352	86.41829681
13816	800.708313	86.38787079
13817	800.6036377	86.3574295
13818	800.5783691	86.3131485
13819	800.4907227	86.335289
13820	800.4251099	86.32144928
13821	800.3417358	86.27994537
13822	800.2630005	86.26334381
13823	800.2497559	86.24950409
13824	800.0993042	86.1996994
13825	799.9747925	86.18587494
13826	799.8742676	86.16649628
13827	799.8200073	86.16095734
13828	799.6853027	86.13605499
13829	799.6920166	86.12499237
13830	799.5600586	86.08350372
13831	799.4983521	86.0641098
13832	799.4031372	86.05580902
13833	799.2827759	86.04750824
13834	799.1548462	86.03368378
13835	799.1478272	85.99770355
13836	799.0957031	85.98664093
13837	799.0512085	85.96726227
13838	798.9224854	85.96173859
13839	798.7199097	85.93961334
13840	798.7355957	85.92299652
13841	798.6691895	85.90639496
13842	798.5733032	85.85105133
13843	798.4875488	85.87873077
13844	798.413147	85.85105133
13845	798.2753906	85.84551239
13846	798.2165527	85.80124664
13847	798.2194824	85.7542038
13848	798.0863648	85.75144196
13849	798.0625	85.71269989
13850	797.9973145	85.71546173
13851	797.8287354	85.70716095
13852	797.7918701	85.68225861
13853	797.7069702	85.67119598
13854	797.4933472	85.62967682
13855	797.472168	85.60478973
13856	797.3728027	85.58818817
13857	797.364502	85.57711029
13858	797.3679199	85.54114532
13859	797.2836914	85.51624298
13860	797.0684204	85.50240326
13861	796.9198608	85.47196198
13862	796.8067627	85.49134064
13863	796.8151856	85.43875885
13864	796.6137695	85.42215729
13865	796.5890503	85.40555573
13866	796.4821777	85.3695755
13867	796.4559326	85.3944931
13868	796.3320923	85.3695755
13869	796.2655029	85.35851288
13870	796.3230591	85.31147003
13871	796.2612305	85.29764557
13872	796.1703491	85.28934479
13873	795.9714356	85.26166534
13874	795.8776856	85.2561264
13875	795.7137451	85.20632172
13876	795.6218872	85.19803619
13877	795.5924683	85.17035675
13878	795.4648438	85.17589569
13879	795.366272	85.15651703
13880	795.2641602	85.09564972
13881	795.1586304	85.09011078
13882	795.1292725	85.08734894
13883	794.9605103	85.05413055
13884	794.880249	85.05966949
13885	794.7835083	85.01816559
13886	794.7000122	84.98773956
13887	794.6798096	84.93238068
13888	794.5166626	84.96559906
13889	794.3961182	84.93238068
13890	794.4263916	84.9462204
13891	794.4771118	84.87705231
13892	794.397583	84.89087677
13893	794.1849976	84.84937286
13894	794.1303101	84.82723236
13895	794.0966187	84.82170868
13896	793.9552612	84.79956818
13897	793.8016968	84.76358795
13898	793.7528076	84.76638031
13899	793.5774536	84.72486115
13900	793.574707	84.70825958
13901	793.5231323	84.67227936
13902	793.453125	84.68888092
13903	793.3551636	84.63631439
13904	793.3619995	84.62801361
13905	793.2680054	84.5865097
13906	793.1878052	84.59757233
13907	793.0985107	84.58927155
13908	792.9221191	84.53116608
13909	792.8240356	84.53116608
13910	792.7625732	84.49796295
13911	792.7381592	84.47858429
13912	792.6973267	84.48412323
13913	792.4915772	84.46198273
13914	792.3740845	84.46753693
13915	792.3445435	84.4094162
13916	792.1572266	84.37343597
13917	792.1717529	84.36789703
13918	791.9481812	84.33470917
13919	791.8809204	84.32364655
13920	791.8572998	84.28766632
13921	791.7530518	84.28212738
13922	791.6687012	84.25722504
13923	791.6121216	84.2516861
13924	791.3865967	84.24614716
13925	791.3907471	84.21572113
13926	791.3486328	84.20186615
13927	791.265686	84.19911957
13928	791.1325684	84.17144012
13929	791.0316773	84.10227203
13930	790.9650269	84.10227203
13931	790.9786987	84.08567047
13932	790.8401489	84.06629181
13933	790.7050171	84.05799103
13934	790.645813	84.00818634
13935	790.5477905	84.01924896
13936	790.4891968	83.97220612
13937	790.3890381	83.96668243
13938	790.2620239	83.93900299
13939	790.2289429	83.91133881
13940	790.1884766	83.87535858
13941	790.0870972	83.86153412
13942	789.90625	83.86985016
13943	789.8632813	83.85875702
13944	789.8589478	83.80619049
13945	789.7641602	83.80065155
13946	789.7011108	83.7563858
13947	789.6000366	83.77852631
13948	789.496521	83.7342453
13949	789.4710083	83.7536087
13950	789.4338989	83.69550323
13951	789.3432007	83.69274139
13952	789.2292481	83.68720245
13953	789.1048584	83.64569855
13954	788.9619751	83.60695648
13955	788.9398804	83.59313202
13956	788.7929077	83.59035492
13957	788.6756592	83.56545258
13958	788.5546265	83.55715179
13959	788.4865723	83.54608917
13960	788.4824829	83.51010895
13961	788.3087158	83.49074554
13962	788.2832642	83.4658432
13963	788.2240601	83.49074554
13964	788.1381226	83.41880035
13965	788.0811768	83.40496063
13966	788.0090942	83.39113617
13967	787.9650269	83.38005829
13968	787.8256836	83.37177277
13969	787.8916626	83.33856964
13970	787.7156982	83.31365204
13971	787.6083374	83.31365204
13972	787.4915161	83.28321075
13973	787.4338989	83.24724579
13974	787.2977295	83.18914032
13975	787.3403931	83.22234344
13976	787.1947632	83.1753006
13977	787.0817871	83.150383
13978	787.0167236	83.14209747
13979	786.9924316	83.11995697
13980	786.8400879	83.13655853
13981	786.7822266	83.11441803
13982	786.6778565	83.08397675
13983	786.5349731	83.08397675
13984	786.5631104	83.02310944
13985	786.3892822	83.04247284
13986	786.3272095	82.98436737
13987	786.2664795	82.99542999
13988	786.1622925	82.95116425
13989	786.0946045	82.96776581
13990	785.9743652	82.9068985
13991	785.8720703	82.91519928
13992	785.8644409	82.89305878
13993	785.8087769	82.85707855
13994	785.5825195	82.85431671
13995	785.5404663	82.83217621
13996	785.2998047	82.81557465
13997	785.328125	82.7906723
13998	785.267334	82.74640656
13999	785.2042236	82.774086
14000	785.2034302	82.74640656
14001	785.1526489	82.71596527
14002	785.0130005	82.69936371
14003	784.8734131	82.66892242
14004	784.8299561	82.64402008
14005	784.6634522	82.62187958
14006	784.5692749	82.60805511
14007	784.4811401	82.57761383
14008	784.3856201	82.56653595
14009	784.2880249	82.51396942
14010	784.1220703	82.51950836
14011	784.0734863	82.5001297
14012	783.9537354	82.48906708
14013	783.9376831	82.46968842
14014	783.8139648	82.43926239
14015	783.7404175	82.46138763
14016	783.6749878	82.40880585
14017	783.7032471	82.40328217
14018	783.4987183	82.39498138
14019	783.4939575	82.35071564
14020	783.4169312	82.35901642
14021	783.3535767	82.30367279
14022	783.2234497	82.30367279
14023	783.1965942	82.28153229
14024	783.0515137	82.25662994
14025	783.0026245	82.22066498
